"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"750","9.81929107528133","10.6779500922628","11.1435880158832","15.2696502042925","11.9641454672843","12.0146851819759","11.5401374748361","12.2325076588784","11.8018055368591","11.498940778362","10.9893884614122","13.8980646017845","12.5406398967688","10.9259083240466","11.9534319198114","12.745612464861","14.6389884608386","10.4988423103798","9.93268311415368","10.8816267151607","13.0837196911749","11.8570914653408","10.7995512926811","13.4916852950505","11.5104789676989","10.3037835824793","12.0747702435674","9.75136960119934","10.7295217457756","11.9928725710436","12.9689749255442","11.0084726910822","11.4454835898066","12.0524943949214","12.1866574879025","10.7385187847802","10.5225846137892","13.2813776737436","11.9887922927207","12.0725855406805","11.7740323683223","9.9520002260464","10.0849373637316","12.4174742342183","9.43327103975066","12.1037886905671","9.67879112074553","10.9083035634986","12.9535119296386","10.614983345504"
"751","9.99569914915053","10.8427159487021","11.1065340249554","15.4749944985019","12.2308451243399","12.1788254661275","11.5119178762178","12.3296612711929","12.0552941520205","11.6081874147616","11.1264796533828","14.2013617841139","12.6424393777253","11.1170166900748","12.1191213767551","12.919882662906","14.8495828132101","10.5601899149504","9.96552933389575","11.0225139800985","13.2205761365117","12.0159576774747","10.9248089789948","13.6406729574468","11.6727389395835","10.3430392392581","12.2896932561904","9.82273395002972","10.8988693040948","12.1916255464785","12.9198518885465","11.0104920182095","11.5158245113679","12.2487993946499","12.2349127063503","10.8653873613155","10.5392514714268","13.2660526954057","11.9572335881803","12.2785618461257","11.9433693288517","10.0873980086635","10.106695482898","12.5700912263671","9.62475916216789","12.0538442182417","9.81685386126381","11.1428115650998","13.1244789628808","10.8919024019152"
"752","10.1071226264197","10.9465165192813","11.1203703977518","15.6183142811639","12.1881172861674","12.4241726410698","11.5349960785935","12.3303206803006","12.3396776057439","11.6082471327359","11.27635352288","14.3582991850747","12.8975590333276","11.2177023114051","12.3207902969779","13.1330110055464","15.0632136534493","10.5461076973356","10.2100636234372","11.2071136040952","13.1614239461183","11.9601642697672","10.9900002714727","13.7609752946211","11.5784579467765","10.3093984526983","12.4923375237117","9.98918725128092","10.9176154333484","12.1569669444843","13.1427818207788","10.925312430311","11.6570210410698","12.2238364398821","12.321792537161","10.8674882484819","10.636428476916","13.448326352478","12.1561670610015","12.1863713857785","11.916722723602","10.1355777711501","10.072862932914","12.7302280932924","9.56566242885727","12.0438546204251","10.0284238432581","11.4049788733618","13.2169755893782","11.0651456489246"
"753","10.2128404424167","11.0753915574911","11.283272454287","15.6993262590973","12.3614899696143","12.4873902087072","11.5752911406849","12.4669406553873","12.6051128472198","11.7043857664958","11.2388838725675","14.5067502417315","13.099579165421","11.4596655335878","12.4031361587802","13.2707583788757","15.2082162691574","10.7676826512408","10.3767121961542","11.3964070798822","13.3471617085738","12.1437182276514","11.0318975426313","14.0668058542387","11.5557381826824","10.3420178745074","12.7782780083885","10.2343057993326","10.9465187036725","12.2729127933609","13.3043499814556","11.1036452464624","11.9171318728419","12.3568915068495","12.3129225743777","11.0034969385054","10.6775652648389","13.586282025951","12.1714174120565","12.3902095970823","11.9136678097168","10.2985690435623","10.2205086025678","12.8548477320289","9.76614410029957","12.3189457006128","10.1683995104985","11.5941024597731","13.3767178964579","11.3166229385958"
"754","10.419951066148","11.2884469633154","11.2864038537222","15.7716763638078","12.4587978303253","12.514661980099","11.7719117319359","12.4652888852733","12.7912876401227","11.8524464536048","11.3627216642133","14.6933899702864","13.0716399296295","11.620733666239","12.5183374370085","13.429287528304","15.3730705762574","10.9201125487445","10.5774736205428","11.604089426098","13.3161711999812","12.1216678930598","11.1912510756459","14.2165959360661","11.5202908600147","10.4064780485108","12.9460301918523","10.2383246838296","10.9837198213722","12.5103568512299","13.6752621750074","11.3058129146929","11.9967465389011","12.2908008351492","12.3907076248926","11.1736379463652","10.6246142930931","13.7390086402667","12.3498689717774","12.6876562425853","12.066680925706","10.4594645432916","10.3757011919897","13.0930718500708","9.92344828462752","12.4475751448305","10.2033454071125","11.7000384849292","13.6305874953706","11.2110424418619"
"755","10.5988798426172","11.5342034425472","11.4393367230158","15.8709069834779","12.4956060428719","12.5191687786725","11.7500590394427","12.7482785995072","12.9704513217842","11.8562876373019","11.4020836093973","14.668960083535","13.1834796292329","11.5809963424956","12.5015768594885","13.7037950831176","15.5695958582552","11.1181070396361","10.7278683928913","11.8261045746418","13.2909458219829","12.4575783907483","11.3300100037695","14.4456182372151","11.6284384035611","10.4563100833464","13.0768446111395","10.3034919026222","11.206057083126","12.458541426215","13.6814472524897","11.3636659940242","12.2591511809755","12.4046020538065","12.5916822746169","11.3132512554607","10.7414306187204","13.8096202886319","12.4853743722385","12.8215126983373","12.2864950523707","10.5983789406913","10.5514226798905","13.1763872879095","10.0828357477204","12.4688939232135","10.1749681168629","11.8896114768732","13.7633037146322","11.450050120581"
"756","10.7626653883163","11.5921875326423","11.6176152453385","16.1204620653562","12.7055528571537","12.4852559363323","11.8746199927919","12.9690953143428","12.9709739357998","11.992505794045","11.4557250516838","14.8634290879213","13.2777057897092","11.6547374218804","12.5669630884022","13.7745221964822","15.7694087963885","11.2476681750288","10.7312068698243","11.745213447212","13.2798315973852","12.4979230297772","11.5461666813674","14.5608249643451","11.775610502926","10.6851032727036","12.9757829293072","10.4831127553504","11.3286944011608","12.6607097550511","13.8278961974795","11.5773634783049","12.4532033297867","12.5033454061705","12.7547466483961","11.4893526809928","10.8660548597531","13.8830115341246","12.6273597055578","12.9822745303606","12.2996278260607","10.7676395933161","10.5061386456444","13.3514426009667","10.0456213767682","12.5839498216707","10.3329560658468","12.0858898306313","13.7647729053372","11.7799610860561"
"757","10.7902738327573","11.6769711895583","11.8440130156737","16.3716307843699","12.8886130823813","12.7076429087111","12.0291998302437","13.0057819176745","12.9183898140201","12.1478739512926","11.6312601216156","14.9719281141121","13.2875957023268","11.7664927845035","12.7209981998375","13.9599233401853","15.9525143050172","11.3046460075012","10.8276005450314","11.9310360594264","13.4375004953235","12.6143145118617","11.7377058731764","14.7437270523817","11.9465908873214","10.8594693861181","12.942209168326","10.6205344405338","11.4925928669002","12.7636059347453","13.9785421446894","11.6085561114044","12.4697997686659","12.553464790793","12.8104721168489","11.7040857824139","11.1143343200298","14.0527610756296","12.7925303861441","12.9309266790532","12.5094605501825","10.8016770423567","10.6678787310533","13.4249560815302","10.2829260260929","12.7457062448877","10.4198653495687","12.2260896756767","13.9319015846997","11.7802809261654"
"758","10.8399609338852","11.8267595054413","11.80424727251","16.4972972027912","13.0226686186806","12.7863145654853","12.1078077102976","13.1390235436632","12.9749743745122","12.2546435542671","11.8053905707458","15.0774607384657","13.2524055329908","11.8776544754016","12.8041088641825","13.912715898274","16.1323536156951","11.5198844543097","10.9542567210187","11.9502275393496","13.3616710633865","12.8079060677097","11.8058007315327","14.9591754784818","12.0679276664223","11.0219297888569","13.191624149739","10.6541079126911","11.6332660616204","12.8525305927697","14.0753890853507","11.7032451513883","12.6980734106829","12.582039113579","12.9142744875728","11.7068630091263","11.3092208391981","14.1843772392112","13.0241472419189","13.1271322191123","12.702941742759","10.9924477917941","10.691812666381","13.6377247142914","10.3371162519743","12.8700250112389","10.5607447302789","12.1740179925867","14.0801860568919","11.9855119337634"
"759","10.9924874008101","11.9290945858353","11.9258508225299","16.5400916765685","13.1066857581192","12.9041560585811","12.2976166701755","13.1500102251225","13.1084342733682","12.3649240831658","11.9068578083421","15.2685468611363","13.470556709857","11.9434400362682","13.0603868390336","14.0008808378873","16.2994204601548","11.5065956638861","11.1633239673241","12.006094727533","13.4255954956356","13.0485394133084","11.8809186294191","14.9352439082146","12.268531679156","11.1843893847946","13.3477484095616","10.7972043074186","11.8120956600007","13.0071694313414","14.1281369449947","11.9186665949937","12.8994936169821","12.8703239188932","12.9400109312069","11.6831920137757","11.4595121472719","14.3743764264807","13.1399338727889","13.1869572795962","12.838528049376","11.0463215657371","10.6912690468114","13.8638177602172","10.4383800927772","13.1207844475048","10.6525882607692","12.2196756499659","14.1545754625411","12.3304977478077"
"760","10.9922538616547","12.1818772725765","12.2157166584266","16.450855852695","13.3000823548032","12.9151282512749","12.2529987260295","13.2067753046708","13.2140511658512","12.4918321057414","12.1118245462599","15.3801850365246","13.4376101398591","12.0524680976206","13.0512684915219","14.0659410441418","16.4565847220689","11.5856862392626","11.1482910368329","12.3001218422144","13.3969284838492","13.2027230571834","11.8678922957841","14.9996429431359","12.3028157291648","11.3843267965071","13.5152388212336","11.0124290505267","11.8924088723494","13.1754499780926","14.1774558093232","11.9544881145412","12.9107040026108","13.0249580895962","12.8818210444742","11.8547566368492","11.6058116313279","14.621462514989","13.1892026075183","13.5489145561322","13.0923839007095","11.0711993282528","10.6903557870124","13.9123156222036","10.4334249772459","13.2436672316142","10.7234364744576","12.495281366774","14.2497429941695","12.5131873781993"
"761","11.2131785702267","12.4042525252074","12.3201954061759","16.7225776096453","13.4443735511878","13.0832084879007","12.4304526210434","13.3965710138606","13.1716449734204","12.677267980663","12.2303043675944","15.3402271716778","13.6819150878812","12.2449803663557","13.1272422073981","14.2793780460468","16.5748663042491","11.7307343134086","11.2375274017046","12.2127802196332","13.6760525041554","13.1819010785939","11.9928988027185","15.138152719546","12.4730355948192","11.510702934378","13.6682465372765","11.1176170093588","12.2148030736102","13.1542822748137","14.1881105622169","12.1101340864924","13.0384821470437","13.1248974204947","12.8252658903761","12.0676517273561","11.7975688314966","14.7802677173795","13.4407119734628","13.6808926355924","13.105124279591","11.2340401550272","10.9279654995893","13.8456818799174","10.6249714744049","13.2243511659716","10.92353256943","12.655216444229","14.1754889847084","12.6377012036109"
"762","11.2199024825561","12.3593318590227","12.5040312827883","16.7839948282622","13.707149321461","13.177352001764","12.6382379927716","13.4791853443533","13.1343130990955","12.672584605459","12.3113932562282","15.2963674663008","13.8733518777815","12.3649067943478","13.2790474031437","14.3667580671458","16.7743352142971","11.9040524057905","11.2442976156111","12.2787115484273","13.816624977402","13.2118163180813","12.1765123417842","15.2903684136701","12.5107562643966","11.7281391100191","13.7291324772718","11.2625309556846","12.2162344579444","13.2137538306773","14.3297720118709","12.2923700050014","13.1178560207004","13.1281709382329","12.8237648608201","12.1211964448293","11.7849567168243","14.7095977706419","13.7085649334966","13.6161612694568","13.2358737760241","11.4169628973444","10.9376472903277","13.9273888662796","10.7733022063614","13.4760049050973","11.0423034583127","12.903160706925","14.3246521434746","12.7553544913347"
"763","11.1811604309322","12.5228799549168","12.6521337267118","16.6955482485573","13.8679312819848","13.4037523135236","12.7077276497805","13.517150756743","13.3987230933848","12.7792340081615","12.4482464827219","15.473440082388","13.9581882084303","12.4958022890382","13.5044536112591","14.5882687435572","16.8856268681432","12.0121612365238","11.3173575310194","12.3760756768466","14.0564805733036","13.1380131288705","12.2623804907641","15.3079321887448","12.6115816530086","11.8628462369561","13.7687932897447","11.3585116619907","12.2962518334733","13.2301194337243","14.3319625500545","12.4918441268329","13.0241469127268","13.2948951213556","12.830614956114","12.2835292989371","11.8732092956228","14.8522908900845","13.9800634001013","13.7441823560643","13.3410288747374","11.558890769328","11.1317541226732","14.1258264217133","10.9475595023284","13.4896461504758","11.1561104205779","13.0974458076259","14.4882206481383","12.6495824387707"
